atleta_id,apelido,posicao_id,clube_id,pontuacao,entrou_em_campo,FS,CA,FC,FD,FF,I,DS,SG,DE,GS,A,FT,V,G,PS,GC,PC,CV,clube_nome
88676,Mario Pasalic,4,2379,0.5,True,,,1.0,,1.0,,,,,,,,,,,,,,Croácia
88692,Sabri Lamouchi,6,2337,3.07,True,,,,,,,,,,,,,,,,,,,Tunísia
88745,Mahrez,5,2338,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,Argélia
88878,Velázquez,2,2354,0.0,True,,,,,,,,,,,,,,,,,,,Paraguai
88931,Koulibaly,3,2347,1.5,True,,,,,,,1.0,,,,,,,,,,,,Senegal
89016,Ronald Koeman,6,2381,3.95,True,,,,,,,,,,,,,,,,,,,Holanda
89019,Dibu Martínez,1,2357,5.0,True,,,,,,,,1.0,,,,,,,,,,,Argentina
89086,Julen Lopetegui,6,3238,2.75,True,,,,,,,,,,,,,,,,,,,Catar
89152,Reece James,2,2370,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Inglaterra
89161,Sané,4,2384,3.3,True,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,Alemanha
89189,Mané,5,2347,5.7,True,3.0,,,1.0,,,2.0,,,,,,,,,,,,Senegal
89195,Robertson,2,2327,4.9,True,1.0,,2.0,,,,,1.0,,,,,,,,,,,Escócia
89236,Nyland,1,2323,-1.0,True,,,,,,,,,,1.0,,,,,,,,,Noruega
89282,Embolo,5,2320,8.2,True,,,2.0,,1.0,,,,,,,,,1.0,,,,,Suíça
89296,Georgios Donis,6,2344,3.26,True,,,,,,,,,,,,,,,,,,,Arábia Saudita
89432,Bernardo Silva,4,2390,0.2,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,Portugal
89712,Kramaric,5,2379,0.0,True,,,,,,,,,,,,,,,,,,,Croácia
89766,Sabitzer,4,2391,-1.0,True,,1.0,,,,,,,,,,,,,,,,,Áustria
89843,Cubas,4,2354,4.8,True,,,4.0,,,,4.0,,,,,,,,,,,,Paraguai
89912,De Paul,4,2357,10.0,True,1.0,,,,,,3.0,,,,1.0,,,,,,,,Argentina
89973,Ödegaard,4,2323,9.0,True,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,,,,,Noruega
90043,Skhiri,4,2337,0.0,True,,,,,,,,,,,,,,,,,,,Tunísia
90196,Llorente,2,2326,8.2,True,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,Espanha
91090,Kaku Romero,4,2354,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Paraguai
91458,Behich,2,2333,4.7,True,,,1.0,,,,,1.0,,,,,,,,,,,Austrália
91886,Bentancur,4,2356,2.2,True,2.0,,1.0,,,,1.0,,,,,,,,,,,,Uruguai
92088,Crépeau,1,2361,3.1,True,,,,,,,1.0,,2.0,1.0,,,,,,,,,Canadá
92235,Kimmich,2,2384,12.5,True,2.0,,,,,,1.0,,,,2.0,,,,,,,,Alemanha
92343,Meunier,2,2392,1.2,True,,,5.0,1.0,,,1.0,,,,,,,,,,,,Bélgica
92347,Mechele,3,2392,4.9,True,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,Bélgica
92351,Vanaken,4,2392,0.0,True,,,,,,,,,,,,,,,,,,,Bélgica
92399,Bensebaini,3,2338,4.0,True,2.0,,,,,,2.0,,,,,,,,,,,,Argélia
92446,Mbemba,3,3184,0.2,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,RD Congo
92458,Antonee Robinson,2,2365,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Estados Unidos
92474,Aguirre,5,2356,0.0,True,,,,,,,,,,,,,,,,,,,Uruguai
92510,Fabián Ruiz,4,2326,6.6,True,,,,1.0,3.0,,2.0,,,,,,,,,,,,Espanha
92544,Ream,3,2365,0.0,True,,,,,,,,,,,,,,,,,,,Estados Unidos
92648,Svanberg,4,2368,8.0,True,,,,,,,,,,,,,,1.0,,,,,Suécia
92805,Elvedi,3,2320,-0.6,True,,,2.0,,,,,,,,,,,,,,,,Suíça
92881,Semedo,2,2390,-1.3,True,,1.0,1.0,,,,,,,,,,,,,,,,Portugal
92938,Bazoer,3,3221,0.2,True,,,1.0,,,,1.0,,,,,,,,,,1.0,,Curaçao
93003,Seko Fofana,4,2350,1.5,True,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,Costa do Marfim
93006,Lienhart,3,2391,3.0,True,,,,,,,2.0,,,,,,,,,,,,Áustria
93249,Larin,5,2361,8.5,True,1.0,,,,,,,,,,,,,1.0,,,,,Canadá
93279,Rashford,5,2370,8.0,True,,,,,,,,,,,,,,1.0,,,,,Inglaterra
93283,Raphinha,5,2318,3.7,True,2.0,,,1.0,,,1.0,,,,,,,,,,,,Brasil
93289,Lindelöf,3,2368,1.7,True,,,2.0,,1.0,,1.0,,,,,,,,,,,,Suécia
93327,Arcus,2,2334,0.1,True,2.0,,3.0,,,,,,,,,,,,,,,,Haiti
93334,Oyarzabal,5,2326,5.1,True,,,,1.0,3.0,,1.0,,,,,,,,,,,,Espanha
93923,Diop,3,2332,0.0,True,,,,,,,,,,,,,,,,,,,Marrocos
94073,Mathías Olivera,2,2356,1.5,True,,,,,,,1.0,,,,,,,,,,,,Uruguai
94103,Gabriel Magalhães,3,2318,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Brasil
94877,Laryea,2,2361,6.2,True,1.0,,,1.0,,,3.0,,,,,,,,,,,,Canadá
94919,Pulisic,4,2365,6.7,True,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,Estados Unidos
94930,Lucas Paquetá,4,2318,5.4,True,3.0,,1.0,1.0,,,2.0,,,,,,,,,,,,Brasil
95063,Mbappé,5,2385,18.3,True,1.0,,2.0,2.0,,,,,,,,,,2.0,,,,,França
95138,Molina,2,2357,6.5,True,,,,,,,1.0,1.0,,,,,,,,,,,Argentina
95233,Vega,5,2360,0.0,True,,,,,,,,,,,,,,,,,,,México
95282,Lautaro Martínez,5,2357,0.5,True,,,2.0,1.0,,1.0,,,,,,,,,,,,,Argentina
95456,Rodri,4,2326,2.0,True,,,1.0,,1.0,,1.0,,,,,,,,,,,,Espanha
95520,Gallardo,2,2360,5.5,True,,,1.0,,1.0,,,1.0,,,,,,,,,,,México
95534,Dembélé,5,2385,0.5,True,1.0,,,,,,,,,,,,,,,,,,França
95777,Schick,5,2352,0.5,True,1.0,,,,,,,,,,,,,,,,,,República Tcheca
95808,Zakaria,4,2320,4.4,True,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,Suíça
95893,Montes,3,2360,1.9,True,1.0,,2.0,,,,,1.0,,,,,,,,,,1.0,México
95972,Modiba,2,2358,7.5,True,2.0,,2.0,1.0,,1.0,4.0,,,,,,,,,,,,África do Sul
96026,Hwang Hee-Chan,5,2374,0.5,True,1.0,,,,,,,,,,,,,,,,,,Coreia do Sul
96330,Ogawa,5,2369,5.0,True,,,,,,,,,,,1.0,,,,,,,,Japão
96333,Tomiyasu,2,2369,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Japão
96343,Tuanzebe,3,3184,0.0,True,,,,,,,,,,,,,,,,,,,RD Congo
96352,Zidane,1,2338,0.9,True,,,,,,,,,3.0,3.0,,,,,,,,,Argélia
96364,Gunn,1,2327,8.9,True,,,,,,,,1.0,3.0,,,,,,,,,,Escócia
96380,Rice,4,2370,5.9,True,,,1.0,1.0,,,,,,,1.0,,,,,,,,Inglaterra
96538,Theo Hernández,2,2385,1.5,True,,,,,,,1.0,,,,,,,,,,,,França
96568,Ajer,3,2323,0.5,True,1.0,,,,,,,,,,,,,,,,,,Noruega
96569,Christie,4,2327,2.7,True,,,1.0,,,,2.0,,,,,,,,,,,,Escócia
96585,Ezatolahi,4,2336,5.9,True,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,Irã
96670,Sangaré,4,2350,0.5,True,1.0,,,,,,,,,,,,,,,,,,Costa do Marfim
96724,Cuti Romero,3,2357,6.4,True,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,Argentina
96797,Afif,5,3238,1.0,True,2.0,,,,,,,,,,,,,,,,,,Catar
96809,Livakovic,1,2379,6.4,True,,,,,,,,,8.0,4.0,,,,,,,,,Croácia
96822,Dani Olmo,4,2326,0.0,True,,,,,,,,,,,,,,,,,,,Espanha
96838,Merino,4,2326,2.4,True,,,1.0,1.0,,,1.0,,,,,,,,,,,,Espanha
96865,Özcan,4,2328,0.5,True,1.0,,,,,,,,,,,,,,,,,,Turquia
97054,Akanji,3,2320,2.7,True,,,,1.0,,,1.0,,,,,,,,,,,,Suíça
97089,Alderete,3,2354,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Paraguai
97127,Freuler,4,2320,0.3,True,,,2.0,,,1.0,,,,,,,,,1.0,,,,Suíça
97128,Kessié,4,2350,3.6,True,2.0,1.0,3.0,,,,3.0,,,,,,,,,,,,Costa do Marfim
97214,Julian Nagelsmann,6,2384,12.47,True,,,,,,,,,,,,,1.0,,,,,,Alemanha
97246,Tielemans,4,2392,3.8,True,2.0,,1.0,,2.0,,1.0,,,,,,,,,,,,Bélgica
97270,McGinn,4,2327,11.3,True,5.0,,,,1.0,,,,,,,,,1.0,,,,,Escócia
97348,Havertz,5,2384,16.2,True,1.0,,1.0,,,,,,,,,,,2.0,,,,,Alemanha
97395,Edson Álvarez,4,2360,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,México
97412,Zwane,4,2358,-3.3,True,,,1.0,,,,,,,,,,,,,,,1.0,África do Sul
97613,Medina,3,2357,8.2,True,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,Argentina
97614,Montiel,2,2357,9.2,True,,,1.0,,,,3.0,1.0,,,,,,,,,,,Argentina
97656,Unai Simón,1,2326,6.3,True,,,,,,,,1.0,1.0,,,,,,,,,,Espanha
97698,Isak,5,2368,21.9,True,,,,1.0,,3.0,2.0,,,,2.0,,,1.0,,,,,Suécia
97803,Ibañez,3,2318,0.4,True,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,Brasil
98019,Hakimi,2,2332,13.0,True,5.0,,3.0,,3.0,,6.0,,,,,,,,,,,,Marrocos
98141,Wan-Bissaka,2,3184,4.2,True,,,1.0,,,,3.0,,,,,,,,,,,,RD Congo
98352,Bruno Guimarães,4,2318,8.7,True,2.0,,1.0,,,,2.0,,,,1.0,,,,,,,,Brasil
98974,Viña,2,2356,0.4,True,1.0,,,,,1.0,,,,,,,,,,,,,Uruguai
99014,Aouar,4,2338,2.8,True,1.0,,,,1.0,,1.0,,,,,,,,,,,,Argélia
99134,Danso,3,2391,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,Áustria
99144,Kobel,1,2320,2.9,True,,,,,,,,,3.0,1.0,,,,,,,,,Suíça
99228,De la Cruz,4,2356,1.7,True,1.0,,,1.0,,,,,,,,,,,,,,,Uruguai
99277,Sebastián Beccacece,6,2372,4.85,True,,,,,,,,,,,,,,,,,,,Equador
99325,Delcroix,3,2334,3.5,True,1.0,,,,,,2.0,,,,,,,,,,,,Haiti
99331,Pépé,5,2350,0.8,True,,,,,1.0,,,,,,,,,,,,,,Costa do Marfim
99405,Ismaïla Sarr,5,2347,1.6,True,,,,,2.0,,,,,,,,,,,,,,Senegal
99481,McTominay,4,2327,3.5,True,,,1.0,,1.0,,,,,,,1.0,,,,,,,Escócia
99515,De Jong,4,2381,7.4,True,1.0,,2.0,,,,5.0,,,,,,,,,,,,Holanda
99535,Vini Jr.,5,2318,8.1,True,2.0,,3.0,,,,,,,,,,,1.0,,,,,Brasil
99705,Hugo Broos,6,2358,1.93,True,,,,,,,,,,,,,,,,,,,África do Sul
99712,Boxall,3,2340,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,Nova Zelândia
99715,Ryan Thomas,4,2340,-0.1,True,1.0,,2.0,,,,,,,,,,,,,,,,Nova Zelândia
99748,Galíndez,1,2372,4.2,True,,,,,,,,,4.0,1.0,,,,,,,,,Equador
99851,Pedro Neto,5,2390,5.5,True,1.0,,,,,,,,,,1.0,,,,,,,,Portugal
99857,Valverde,4,2356,3.2,True,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,Uruguai
99997,Posch,2,2391,6.4,True,1.0,,3.0,,1.0,,4.0,,,,,,,,,,,,Áustria
100038,Niakhaté,3,2347,0.5,True,1.0,,,,,,,,,,,,,,,,,,Senegal
100098,Demirovic,5,2865,-0.5,True,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,Bósnia
100124,Soucek,4,2352,0.4,True,,,1.0,,1.0,1.0,,,,,,,,,,,,,República Tcheca
100140,Berge,4,2323,1.7,True,1.0,,1.0,,,,1.0,,,,,,,,,,,,Noruega
100316,McKennie,4,2365,0.0,True,,,,,,,,,,,,,,,,,,,Estados Unidos
100318,Vlasic,4,2379,-0.3,True,,,1.0,,,,,,,,,,,,,,,,Croácia
100320,Gouiri,5,2338,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Argélia
100414,Souttar,3,2333,5.9,True,,,1.0,1.0,,,,1.0,,,,,,,,,,,Austrália
100539,Zlatko Dalic,6,2379,5.05,True,,,,,,,,,,,,,,,,,,,Croácia
100627,Upamecano,3,2385,4.7,True,1.0,,1.0,,,,3.0,,,,,,,,,,,,França
100629,Laimer,2,2391,2.7,True,,,3.0,,1.0,2.0,2.0,,,,,,,,,,,,Áustria
100689,Crocombe,1,2340,1.1,True,1.0,,,,,,,,2.0,2.0,,,,,,,,,Nova Zelândia
100692,Al-Owais,1,2344,9.9,True,1.0,,,,,,,,8.0,1.0,,,,,,,,,Arábia Saudita
100730,Joris Kayembe,2,3184,2.0,True,1.0,,,,,,1.0,,,,,,,,,,,,RD Congo
100731,Moutoussamy,4,3184,1.0,True,1.0,,1.0,,1.0,,,,,,,,,,,,,,RD Congo
100745,Brahim Díaz,4,2332,9.2,True,3.0,,,1.0,,,1.0,,,,1.0,,,,,,,,Marrocos
100802,Anton,3,2384,1.5,True,,,,,,,1.0,,,,,,,,,,,,Alemanha
100815,Nuno da Costa,5,3201,3.5,True,1.0,,,,,,2.0,,,,,,,,,,,,Cabo Verde
100836,McCowatt,4,2340,3.2,True,1.0,,,1.0,,,1.0,,,,,,,,,,,,Nova Zelândia
100930,Burnic,4,2865,0.0,True,,,,,,,,,,,,,,,,,,,Bósnia
101096,Room,1,3221,-1.8,True,,,,,,,,,4.0,7.0,,,,,,,,,Curaçao
101124,O'Neill,4,2333,0.2,True,1.0,,1.0,,,,,,,,,,,,,,,,Austrália
101382,Gakpo,5,2381,2.4,True,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,Holanda
101384,Obispo,3,3221,2.9,True,,,,,,1.0,2.0,,,,,,,,,,,,Curaçao
101385,Malen,5,2381,5.1,True,,,,3.0,,,1.0,,,,,,,,,,,,Holanda
101843,Ferran Torres,5,2326,5.1,True,,,2.0,1.0,,,1.0,,,,,1.0,,,,,,,Espanha
101932,Graham Potter,6,2368,8.43,True,,,,,,,,,,,,,1.0,,,,,,Suécia
101937,Ghoddos,4,2336,4.5,True,,,,,2.0,1.0,2.0,,,,,,,,,,,,Irã
102288,Weah,5,2365,0.6,True,,,2.0,1.0,,,,,,,,,,,,,,,Estados Unidos
102611,Salem Al-Dawsari,5,2344,0.5,True,,,1.0,,1.0,,,,,,,,,,,,,,Arábia Saudita
102697,Kamada,4,2369,14.0,True,,,,,,,4.0,,,,,,,1.0,,,,,Japão
102739,Adé,3,2334,2.0,True,3.0,,1.0,,1.0,,,,,,,,,,,,,,Haiti
102754,Xaver Schlager,4,2391,5.9,True,,,2.0,,,,1.0,,,,1.0,,,,,,,,Áustria
102763,Hafez,2,2324,0.0,True,,,,,,,,,,,,,,,,,,,Egito
102770,Taremi,5,2336,5.8,True,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,Irã
102775,Rezaeian,2,2336,20.0,True,2.0,,,,,,4.0,,,,1.0,,,1.0,,,,,Irã
102777,Mohammadi,2,2336,1.5,True,,,,,,,1.0,,,,,,,,,,,,Irã
102784,Beiranvand,1,2336,5.8,True,,,,,,,,,6.0,2.0,,,,,,,,,Irã
102838,Kanno,4,2344,2.7,True,,,,1.0,,,1.0,,,,,,,,,,,,Arábia Saudita
102842,Al-Khaibari,4,2344,2.3,True,,,,,1.0,,1.0,,,,,,,,,,,,Arábia Saudita
102866,Adams,4,2365,5.9,True,3.0,1.0,2.0,,,,4.0,,,,,,,,,,,,Estados Unidos
102928,Canobbio,5,2356,2.8,True,1.0,,,,1.0,,1.0,,,,,,,,,,,,Uruguai
102931,Brian Rodríguez,5,2356,2.5,True,1.0,,,1.0,1.0,,,,,,,,,,,,,,Uruguai
102935,Darwin Núñez,5,2356,1.2,True,,,1.0,,,,1.0,,,,,,,,,,,,Uruguai
103005,Isidor,5,2334,-0.2,True,,,3.0,,1.0,1.0,,,,,,,,,,,,,Haiti
103059,Juninho Bacuna,4,3221,8.2,True,1.0,,2.0,,1.0,,5.0,,,,,,,,,,,,Curaçao
103067,Cucurella,2,2326,6.6,True,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,Espanha
103110,Gyökeres,5,2368,15.8,True,,,,1.0,2.0,,,,,,1.0,,,1.0,,,,,Suécia
103149,Aït-Nouri,2,2338,7.7,True,1.0,,1.0,,,,5.0,,,,,,,,,,,,Argélia
103187,Paik Seung-Ho,4,2374,1.0,True,2.0,,,,,,,,,,,,,,,,,,Coreia do Sul
103269,Lionel Scaloni,6,2357,10.99,True,,,,,,,,,,,,,1.0,,,,,,Argentina
103340,Saliba,3,2385,1.5,True,,,,,,,1.0,,,,,,,,,,,,França
103351,Dumfries,2,2381,1.5,True,,,,,,,1.0,,,,,,,,,,,,Holanda
103419,Konan,2,2350,5.8,True,,,,,1.0,,,1.0,,,,,,,,,,,Costa do Marfim
103423,Édouard Mendy,1,2347,3.5,True,,,,,,,,,5.0,3.0,,,,,,,,,Senegal
103470,Aebischer,4,2320,2.9,True,1.0,,,2.0,,,,,,,,,,,,,,,Suíça
103536,Mohanad Ali,5,2342,0.0,True,,,,,,,,,,,,,,,,,,,Iraque
103561,Castagne,2,2392,0.2,True,,1.0,1.0,,,,1.0,,,,,,,,,,,,Bélgica
103612,Chory,5,2352,-0.4,True,1.0,,3.0,,,,,,,,,,,,,,,,República Tcheca
